run,IGD,HV
1,0.20514433225092657,6.23155057783703
2,0.10074950587918628,6.643144104234027
3,0.1313286348379266,6.455096135565428
4,0.20727946060482424,6.226546178632743
5,0.11075914877737818,6.58076454600486
6,0.09459931690124206,6.6926173856544375
7,0.09798226525903031,6.687401461524536
8,0.2058757745503258,6.232727551789029
9,0.08716395541191231,6.679046315753522
10,0.10414361233649443,6.637576738884158
11,0.09318051661092319,6.736482505472474
12,0.05439223970596164,6.930736927340622
13,0.09764540103303986,6.68979697027902
14,0.09869711219479042,6.668553988069813
15,0.10273544732202071,6.63101060747443
16,0.10288065915332091,6.648642298232287
17,0.10495425722161066,6.621313383413046
18,0.10124029733223888,6.653831272188337
19,0.10285813787626799,6.6545506408955655
20,0.0940000466362676,6.702346265245683
21,0.1086105302772555,6.598875436184649
22,0.10804871055637473,6.597520830255484
23,0.09790382770896625,6.66360197949553
24,0.11359719490718258,6.560834461644272
25,0.10356921929919073,6.65104505605788
26,0.10421543905290717,6.636138422590836
27,0.1174876804919166,6.553917297788672
28,0.09711129377643822,6.68277836073551
29,0.09500460646490899,6.708664182266144
30,0.0902941169234614,6.717777945841691
