run,IGD,HV
1,0.01814802388016863,7.323997853352299
2,0.025943906967570277,7.303081051342797
3,0.019665342487758045,7.270636599532546
4,0.018704026495782552,7.265296116033499
5,0.014157282893401256,7.34963140628554
6,0.072653785403843,6.8273418549940255
7,0.04186616385947164,6.998929606309158
8,0.017525738828580918,7.307423672524208
9,0.07180070200682104,6.836857168290127
10,0.016214547405383018,7.33310795444483
11,0.02530136931180003,7.350900538340481
12,0.020949229872669627,7.330092517419632
13,0.013084994488372463,7.34149227755058
14,0.016496365762864694,7.3274040433043295
15,0.01756707946618204,7.282738483207794
16,0.02127587164223769,7.267832616692776
17,0.016228054042955967,7.306050672124233
18,0.015553825012865223,7.328815232428533
19,0.01539780607627116,7.324025411708662
20,0.06860915458930511,6.8584741680074925
21,0.014250950807720056,7.322251589268132
22,0.07018388984395124,6.848475710152846
23,0.018181636366213724,7.278024327096075
24,0.016174021882603907,7.326704264342836
25,0.015832532664658984,7.325215771992991
26,0.014850839416531359,7.337096774308407
27,0.02059168524849112,7.283693053547295
28,0.01694781929688739,7.324811558309091
29,0.051537937646284476,6.891746405854793
30,0.01982366065775938,7.267520888023099
