Function,IGD_Mean,IGD_Std,HV_Mean,HV_Std
ZDT1,0.08407243855201108,0.017788712188971958,5.525735458760882,0.048576185556563165
ZDT2,0.2331660388578671,0.0290305669204387,4.229860272696358,0.07873907303211317
ZDT3,0.24150534539556925,0.03297493052308767,6.063514204295175,0.14413604687133244
ZDT4,14.841958628996043,3.2959566879011546,0.0,0.0
ZDT6,0.0011504640836092891,7.131891734107173e-05,5.153502194298519,3.424631863344886e-05
WFG1,1.4371284240659288,0.0232799020468958,44.595875968444105,0.7521280995777564
WFG2,0.5970770263326722,0.04674451544350961,77.9122280404661,3.1189486154270267
WFG3,0.2782873668718502,0.015630301858103907,63.62272426089874,0.6513153970749757
WFG4,0.2701438078175427,0.03634460350134007,67.73378150462135,1.811442421829846
WFG5,0.8925681741992385,0.02135638756809573,39.62431691272625,0.6332580517154834
WFG6,0.43908953998121175,0.01797496383066972,58.858562407140774,0.9748860278041858
WFG7,0.41336047309086926,0.0089958824280951,61.031869452063795,0.5315387242564101
WFG8,0.587846110022562,0.01916771103382386,51.5055861445469,0.7911778801890483
WFG9,0.2669322998130859,0.0121692690009409,66.65922916129126,0.7719886668962963
