run,IGD,HV
1,0.0011286318124751873,5.153488949878654
2,0.001228718532907609,5.1534736832480865
3,0.0010723971433962702,5.153442041618668
4,0.001040568022618578,5.153514532098902
5,0.0011918397359507212,5.153540973178322
6,0.001049470373102177,5.153521886188273
7,0.0011339565192431211,5.153507687555913
8,0.0010965569208110327,5.153471197770148
9,0.0011844669794635568,5.153471304387542
10,0.0011841235042862467,5.153474582762895
11,0.0011115446492480274,5.15348797058063
12,0.0011992617872927528,5.153516175506778
13,0.0012092941781619855,5.153468372701725
14,0.0012297306867055857,5.153536395702009
15,0.0011156068676361547,5.153507153692495
16,0.0011570921112126077,5.15351357439484
17,0.0010537776558808974,5.153527244322307
18,0.0011094422370428168,5.153502397469142
19,0.0012355201257032203,5.153505158404479
20,0.001164384972847241,5.153473186920896
21,0.0012498553651224182,5.153489391371108
22,0.0011631370255978657,5.153486345398523
23,0.00109841414251255,5.153489067806549
24,0.0009641130950345195,5.153491008178984
25,0.0010710927404094395,5.153508891927244
26,0.0011194324838900177,5.153525069128251
27,0.001181688287541625,5.1534868052784315
28,0.0009862590405678264,5.15353878174423
29,0.0010807969047656337,5.153532058417788
30,0.0010549808075933137,5.153476114951292
