run,IGD,HV
1,0.707195223468552,46.72175043083567
2,0.5697290718682223,51.84446529171498
3,0.6973536454902255,46.70210844126886
4,0.7122083901522495,46.49966034595626
5,0.523927528819493,53.92949063871473
6,0.7657848979039938,43.835676815091446
7,0.585642800411618,50.81390373179096
8,0.628866129329315,48.95915444986124
9,0.6686652471010561,47.87064643871531
10,0.8041323042665518,42.6416844680583
11,0.797447660547228,42.85288196153756
12,0.7744081281458837,44.41955973130424
13,0.7729163546471737,43.20940656513315
14,0.7022575558471423,46.60665960005129
15,0.8099429737350309,42.84445215966866
16,0.7377364919455689,45.07800847303717
17,0.42593488683763875,57.58332027786434
18,0.854638056828356,39.939867687865814
19,0.6402649518199679,49.22810142486985
20,0.4615873742384918,55.25334431517102
21,0.6714738307451119,47.71316702610578
22,0.5626472586780689,52.354131427636204
23,0.7871484793996841,43.693700067816884
24,0.7396949049079661,45.17130265009925
25,0.7648019365757723,43.68898684646236
26,0.7407215204523173,44.59360038491284
27,0.7132767009184378,46.67394002246022
28,0.7889177635377209,43.799303577948535
29,0.7706304535538768,43.87844258821215
30,0.5382329845135753,53.78658846704001
