run,IGD,HV
1,0.06845202336902519,4.834093929100935
2,0.10282592356417007,4.672372422477689
3,0.02881582744206924,5.13094952472293
4,0.06538459354104614,4.864888474456369
5,0.07593738245920222,4.799890474301473
6,0.07580912287801062,4.806758106507426
7,0.09969265118783516,4.688871810794584
8,0.06597764032258611,4.853400081986361
9,0.08594806280052573,4.726444307954544
10,0.08551449776438147,4.753986297397141
11,0.069333401556765,4.834276088216276
12,0.04159133389168423,5.022573541866171
13,0.07685988014812078,4.795539139813289
14,0.10016329266054085,4.656306884477047
15,0.10421227271990731,4.663133801261538
16,0.029914112075597073,5.123568090796113
17,0.07318074564838487,4.810667197472978
18,0.08511734102565877,4.753007846156016
19,0.0669751619405279,4.851742562160322
20,0.06454182437255736,4.865444370485361
21,0.08884509408712005,4.740352343631682
22,0.05265192945800466,4.939693520574561
23,0.0983550685619641,4.687017591322805
24,0.053553444202031016,4.933227552792594
25,0.043272915616202605,5.010368098068108
26,0.06431768284001128,4.871150925036849
27,0.08610380163994562,4.746817907664902
28,0.08805583640683018,4.741478535590513
29,0.08491456945317183,4.7559422608787605
30,0.08119499677159382,4.7793422119638285
