run,IGD,HV
1,1.4256032007084851,45.194862492328035
2,1.4204953384349377,45.168183897956524
3,1.419652262483779,45.068915361605825
4,1.488284562302109,43.44416421466158
5,1.4246579353215507,45.174093556082184
6,1.4139885917924977,45.29077980347269
7,1.4250505735469874,45.060208396433104
8,1.4154359531092084,45.37271965867764
9,1.4094617665110853,45.44464414840164
10,1.413003286672793,45.48502856447928
11,1.421099628564784,45.27673954882011
12,1.4200131443637094,45.19468892193518
13,1.4207722186915588,45.23313286993525
14,1.4263003561711103,45.16424327942349
15,1.4239947087461593,45.23928588558326
16,1.421965566595272,45.172022652495805
17,1.4242697536208018,44.41394172092545
18,1.4207977141598935,45.44000867826342
19,1.4736570986059045,43.387872853599134
20,1.4220238218772996,45.14947387961925
21,1.4211686944189954,45.30605190866621
22,1.4209678561944512,45.277705668966476
23,1.4181503215846878,45.09994973382058
24,1.41828473290759,45.23980341707738
25,1.4179539856529766,45.202016013975445
26,1.4203700321246675,45.35399439352159
27,1.423350081761904,45.21529025266124
28,1.4159708192241671,45.266288269166544
29,1.4192082632361278,45.37656057445799
30,1.4183813084400787,45.220166200738475
