run,IGD,HV
1,0.39309417330409646,60.10391197384278
2,0.44577791386016347,58.46148724056388
3,0.4331825489771781,59.29107351539263
4,0.3764151820269002,60.66150164881543
5,0.41739522192701056,59.36878330172544
6,0.41938905394539383,59.56644154964144
7,0.4221037735464628,58.47330306033027
8,0.4127197538119391,59.28106829171699
9,0.41633375572286857,59.18947573585138
10,0.3928961988851753,60.20608895346429
11,0.41816786767488806,59.783109274028476
12,0.38592800781287345,60.650267160000745
13,0.4043393058465967,60.87335428032644
14,0.44326404449860857,58.239010036446224
15,0.4266072414696172,59.56346418611968
16,0.37873203271417233,60.81948182983959
17,0.42077558232284157,60.46540683806339
18,0.425807799228566,59.056974380949
19,0.4236355265244749,59.22394198903833
20,0.4074035660996692,59.4736259314434
21,0.42580329814135304,58.597471752909165
22,0.41531286991924554,59.936512174421935
23,0.38523438040948466,60.86893746273972
24,0.4201856329964358,58.59275733062386
25,0.40757034746232823,60.32616639752218
26,0.4192136822912846,59.140149226974714
27,0.3944955854894481,60.95797067926267
28,0.4435744661108655,58.6796241718194
29,0.4049155770562488,60.95781350922981
30,0.4088638278784247,60.20308764917229
