run,IGD,HV
1,0.28209660143588,66.12269326440878
2,0.27115619154699233,66.97038185599392
3,0.2755454664381651,65.94684067594635
4,0.2648233654410082,67.2100971690966
5,0.28401069064647194,65.87443619213387
6,0.259052717945686,67.23963516955828
7,0.24909875580833726,67.55972777907365
8,0.2808927892065649,65.8976038365188
9,0.2524558272371478,67.36992811273352
10,0.2761761720734569,66.467916648604
11,0.28454460906142637,65.76923117257705
12,0.24535555962508251,67.9648106179756
13,0.28162143849766985,66.1800053221937
14,0.2583803078491707,66.83582222871584
15,0.25671633473857297,67.13120387298517
16,0.271840245022265,66.01689091017425
17,0.27621470397092307,65.94163698068786
18,0.2380061661181898,68.14884548722826
19,0.25953573084618686,67.11007938822084
20,0.2710322662865273,66.10283507178065
21,0.2745384263884158,65.87702937533629
22,0.26166748412709673,66.54176060082014
23,0.27751737512778984,65.69653274986594
24,0.2428125609286059,67.7868754882969
25,0.2769257781304115,65.72935906821594
26,0.27214498369406703,66.33695536399505
27,0.25471053194233106,67.86314377507676
28,0.2643163977283892,67.07397209910144
29,0.26735146817682526,66.06498319823399
30,0.27261527874636415,66.05609493736092
