run,IGD,HV
1,0.3206723198332612,90.4370861432482
2,0.29095623979476676,91.16835812784203
3,0.24467214107251611,91.31255710896968
4,0.30978221208219714,90.801655064817
5,0.2932228284927898,91.63323336911438
6,0.2976207645733033,90.80432325255676
7,0.3266453719491667,91.03742268920094
8,0.31193008980143927,90.62331860603547
9,0.31893766355188286,90.15274415129556
10,0.3120806632906682,90.88099828578555
11,0.2752184104090555,90.87313233477066
12,0.27623269084968216,90.9674133344213
13,0.2729827151978365,91.40213570931081
14,0.29076701984369546,90.80607456044773
15,0.2730628207206649,90.66563950632725
16,0.3023226776041561,90.71618288442161
17,0.28569818259619983,92.32785150005087
18,0.3029207650028583,90.47850826526356
19,0.31400482160825816,91.19099993552948
20,0.300085024464821,91.32270298821739
21,0.32205802020995866,90.37255777126366
22,0.2509942961761859,91.71215066167
23,0.30632294809666777,91.03992204479705
24,0.30845650189498247,90.10573925461215
25,0.3107459619442519,90.51448777950948
26,0.3001197302844614,91.46706192503615
27,0.30882905959938994,90.90178524546026
28,0.3100805042683991,90.63190396857128
29,0.2920449034110054,90.319245097541
30,0.3144365191174748,90.53105846448545
