run,IGD,HV
1,0.2761332998209425,63.94805899845557
2,0.2665545052036797,64.4083405783621
3,0.26335731906297705,64.74094504098512
4,0.25467898474888145,64.85681229689472
5,0.289409741020127,63.558550399426174
6,0.25722107669183963,65.10663670399737
7,0.2817650042166266,64.34078310326457
8,0.26411309275000766,64.96839342056086
9,0.2758351483576307,64.05444948240148
10,0.28020561348646944,64.38009637332581
11,0.2735365595289499,64.0355967111119
12,0.27644085358092146,64.42458448253441
13,0.28807226083099263,63.57052528353731
14,0.28035061650336873,64.00768665858524
15,0.2925838856391824,62.978161632223795
16,0.29580468325631265,63.21987453752083
17,0.316671949976155,63.318859561064016
18,0.2705377290102155,64.62717819144005
19,0.295278625022443,63.26883842609904
20,0.2895831167731757,64.01979826114852
21,0.3126430575010934,62.89204227530254
22,0.3038531048049161,63.25002212822855
23,0.24878065728727308,64.90233444674011
24,0.2825781441644098,63.917243828097135
25,0.29544940563776073,63.139562526753615
26,0.29321053499254157,63.929917050917624
27,0.2786489312279815,64.14063722220217
28,0.2868457811363609,63.199891294950234
29,0.26947980018550977,64.50266022824266
30,0.2745188336351198,63.6902932833906
