run,IGD,HV
1,0.001319914764477575,5.153445253266528
2,0.001073502557387881,5.153523216123944
3,0.0010482225543767601,5.153529264946919
4,0.0012459027907538733,5.153491384117287
5,0.001175344472521447,5.153502939233171
6,0.0012219071344933743,5.153532953936611
7,0.0012195633320947153,5.15348706936374
8,0.0011105791792769119,5.153494675357346
9,0.0011584210548118911,5.153511677310991
10,0.0010442596002466732,5.153522455619519
11,0.0010530437609096068,5.153525258677778
12,0.001192540299424632,5.153535583652734
13,0.0011694162439088748,5.153471863422679
14,0.001064625187657341,5.153529443691952
15,0.0013291053955889658,5.153487729987855
16,0.0010619745115253557,5.153529720272956
17,0.0011071968083917977,5.153522036474036
18,0.001227570640909105,5.153514117817595
19,0.0011817861988658732,5.15351204623483
20,0.0010479646699305331,5.1535192025463505
21,0.0011363252765345796,5.153481035949025
22,0.00121766608366302,5.153460306504432
23,0.0011806359158608383,5.15347700631437
24,0.0012694189298910134,5.1534833258533865
25,0.0012310716711740031,5.153494688440158
26,0.0012369996105953377,5.153462154453051
27,0.0012706069547784326,5.153471420483232
28,0.0011723044760213056,5.153486671014254
29,0.0011658698386523784,5.153484729748493
30,0.0010301256975939709,5.153484022870418
