run,IGD,HV
1,0.8818773528206304,40.24123137481277
2,0.8375549049236696,41.18173130421068
3,0.8203007645653229,42.534089831591544
4,0.8577606617909054,40.193286487979044
5,0.8199807408042245,42.083692708639646
6,0.8385009983857792,41.60084969509219
7,0.8038189675576258,42.73458990558631
8,0.880265393029566,39.718318590173865
9,0.8810567613271848,39.78974186286296
10,0.8697782271351904,40.16777861030668
11,0.8321504898510665,41.51513942782254
12,0.8665211774054836,40.19751441748805
13,0.8070286829893238,42.091384318823124
14,0.8496345711189863,41.9256554907702
15,0.860983125487117,40.596846860922
16,0.8720325459783791,40.20067160722502
17,0.7936769675114743,42.89630729613334
18,0.8430406112837119,40.523662888965674
19,0.8262651483529239,41.65401611042533
20,0.8210469724434006,42.10811392993822
21,0.8354553633469761,41.291659831723024
22,0.839535952451692,40.941464522366864
23,0.865459454185108,40.780562490081024
24,0.8704061154824408,40.9267165025951
25,0.8373174199825165,40.86250711104063
26,0.8103630762466342,42.019195918211
27,0.8557557906310486,41.21779108991126
28,0.8513143345765484,40.90018500552355
29,0.8541201380568023,40.957065657297676
30,0.8394717012380236,41.16198587058992
