run,IGD,HV
1,0.001204067857902779,5.15347037596554
2,0.0010209274883233679,5.153566018102638
3,0.0010850777462987425,5.153496481408598
4,0.0011776657357618042,5.1535255569534515
5,0.0011331842403756794,5.153422709867554
6,0.0012857660229782754,5.153433598642743
7,0.001219060783962173,5.1535243766080665
8,0.001161678830561803,5.1535047678358845
9,0.0011081923625832913,5.153538737184736
10,0.0010848868258371252,5.153487580738567
11,0.0011690859655533099,5.153454133683449
12,0.0009974218307624524,5.153506584105899
13,0.001085560355843459,5.153528401615211
14,0.001240171257226363,5.153505148422512
15,0.0011837822679213771,5.153510147071565
16,0.0011236546747908952,5.153493265420214
17,0.0011745427338580253,5.153556837410228
18,0.00117013416625467,5.153539910042275
19,0.0011121683577921652,5.153534582920677
20,0.0011410665099039219,5.153517444493775
21,0.0010502548308266946,5.153516605969304
22,0.001151014063979813,5.1534556481421605
23,0.0011133260678853284,5.153515892065828
24,0.0012451329313984665,5.153524268590451
25,0.001091281319406119,5.15349003712714
26,0.001135276043169071,5.153516068781854
27,0.001241668485001444,5.153492143954952
28,0.0012247515060721565,5.153509854008719
29,0.0011153947206109889,5.15346340290175
30,0.001267726525436915,5.153465248919809
