run,IGD,HV
1,16.22832453994994,0.0
2,20.05928111356408,0.0
3,17.281471113488024,0.0
4,17.01327485883489,0.0
5,9.983419870808229,0.0
6,19.94639426173399,0.0
7,15.692858050183679,0.0
8,19.756191573691414,0.0
9,19.007040880954236,0.0
10,18.7309223109467,0.0
11,16.588206443601834,0.0
12,15.882615377036535,0.0
13,13.57308289282346,0.0
14,18.298173507832892,0.0
15,18.38319177209411,0.0
16,13.947817801146659,0.0
17,14.333335586531275,0.0
18,15.77625994161751,0.0
19,20.445422024526536,0.0
20,12.862625906869978,0.0
21,19.999719675232324,0.0
22,19.350510657590227,0.0
23,21.017805559732,0.0
24,20.472064886849626,0.0
25,21.88312440816977,0.0
26,15.321348108342136,0.0
27,17.090659114841365,0.0
28,15.747020940218174,0.0
29,17.306449480427737,0.0
30,13.29678931910531,0.0
