run,IGD,HV
1,0.49532893163901653,55.84849213289834
2,0.48838523627484376,56.35159043012722
3,0.49577935012142177,55.10949268852883
4,0.4837414453787561,56.480348637496434
5,0.5030198558086918,55.36321923131593
6,0.510954230307421,55.3950176327536
7,0.47482372787279664,56.91287986284217
8,0.5020266097655961,55.981677194629775
9,0.502734539296207,55.22109411057148
10,0.4852298959365755,56.134155484949765
11,0.47838090929371047,56.84095708850118
12,0.5039046280596768,56.33702415915792
13,0.45952143695399356,56.61442612371775
14,0.4966536093916252,56.1909174875906
15,0.4943249125705698,56.07706305301376
16,0.46564991764891633,57.23469066935694
17,0.5173690029045757,55.01464868128962
18,0.49654715843395075,56.497490140060954
19,0.47872359192309716,55.99651518741749
20,0.4996077427803467,56.51297377423611
21,0.4858675155024122,56.52712104490514
22,0.53598593244679,54.209248558930994
23,0.4778274861201757,56.68667840366951
24,0.5236568950887016,54.909754284886965
25,0.47007885176138836,57.36499921603988
26,0.5233397865833028,54.84590932742855
27,0.49202074131884155,56.544276467438976
28,0.48047939750464175,57.17578321742748
29,0.48530134749697224,56.55718565493667
30,0.48944684897696455,56.220966761877705
