run,IGD,HV
1,0.5727513288871108,52.272206167422915
2,0.6019745816338271,51.701282181751615
3,0.5796904562271664,51.836924364798854
4,0.602679487689517,51.01366342051754
5,0.6090179265782397,51.33876077244983
6,0.6207106886376162,50.77030122286581
7,0.5996352853266574,51.36428250622208
8,0.6208487951515151,50.14466914817571
9,0.5808472556256565,51.378435376089335
10,0.5595499484815578,52.24347472392536
11,0.5730253231727441,51.75455190873619
12,0.5672449973773588,52.653041496783565
13,0.5730782238883902,52.206127307859866
14,0.5619925518622213,52.717112514015454
15,0.5811885007096863,52.18172490064431
16,0.5684315269796238,51.5911260474612
17,0.588671800851274,51.67802275958822
18,0.6295513233140249,49.54754999934706
19,0.598911593305672,50.686664436678846
20,0.5684370860185778,52.10547875908793
21,0.5999698733974796,50.357976558307634
22,0.5886365560110592,52.18312519370596
23,0.5988706649880032,50.594024573491225
24,0.5886098389242292,51.265394434963596
25,0.6045022717705518,51.2612134283232
26,0.5556173893261102,52.85543473156302
27,0.5730704239788313,51.775293574128
28,0.5907498089233153,51.18093336872402
29,0.5757158589888987,51.814432580142174
30,0.601401932649943,50.69435587863683
