run,IGD,HV
1,0.3994003528384356,61.82458544553123
2,0.3982377748164038,61.79480297380056
3,0.3933598280894996,62.39594210346477
4,0.4034923920957496,61.7534848955969
5,0.4007644700360971,62.123417083903064
6,0.3920327502527065,62.2665383381863
7,0.39710989361955884,62.2477796730624
8,0.3936295045643677,61.74559408149091
9,0.3939509645577828,62.28447769605958
10,0.3929314755638355,62.68372408752181
11,0.40137354571322836,61.73044151320246
12,0.3848058692295195,62.880775476622134
13,0.3977657417618754,61.651960311919865
14,0.3941726206013507,62.04792522669605
15,0.40411363298494485,61.79170418153675
16,0.39477155910369616,62.22306303427132
17,0.3946076665094145,62.10406809224618
18,0.4077999605998485,61.20748589516045
19,0.40043718930991934,62.17030721757165
20,0.3875117945747032,62.304701167423275
21,0.39120106555593814,62.081358512867716
22,0.40247405462963165,61.743100440689204
23,0.3983320552063321,62.17302503608907
24,0.3897794055408764,62.30465448977525
25,0.39551746337359084,62.25889422084734
26,0.3903997626717873,62.12015299516006
27,0.39778901436224967,61.780701279904775
28,0.416326900029522,61.437391000792765
29,0.41762819687235136,61.58235902087392
30,0.40712817238401167,61.93492721937665
