run,IGD,HV
1,0.0021386900587617315,5.578353796794088
2,0.0026442629615463986,5.573470920366297
3,0.002322309784900197,5.575161907074418
4,0.002150861244073051,5.577301906871204
5,0.021924314803080637,5.186331220378748
6,0.001954079783200333,5.577458912964495
7,0.002253056695156013,5.576580558065853
8,0.0022239934712229795,5.576262796663269
9,0.002122416761985159,5.576587142326021
10,0.0022341817697301572,5.577132599994404
11,0.0019263209062540543,5.57799513069791
12,0.0020257775347598136,5.578007915454979
13,0.0022730217758507266,5.577364304766983
14,0.002071895852346232,5.57652831518164
15,0.002152477396961381,5.575416857016624
16,0.0021129964848215594,5.577164115125688
17,0.0019807021620452062,5.576956257040431
18,0.0020881595571818788,5.576790735958168
19,0.0022674472253760643,5.576253720843073
20,0.002202338993597635,5.577274174255914
21,0.0029748690718153776,5.5704670173916275
22,0.002297354422240997,5.575802784511431
23,0.0025474916066920354,5.573036795803336
24,0.002139259911326226,5.57723081234557
25,0.00207777627330144,5.5770674224558965
26,0.021627927522317167,5.198230339185159
27,0.0034664071873551573,5.562332864777904
28,0.0022067374882333377,5.575828940089719
29,0.002764268784474246,5.573190963654132
30,0.0021590895480605547,5.576640428079942
