run,IGD,HV
1,0.3959038899863111,61.96698563348275
2,0.39817223220516607,62.248504900142976
3,0.40128529189366224,62.231987179605966
4,0.3913261868104545,62.65912705870242
5,0.40170311936255215,61.97588298338265
6,0.39511033713104543,62.26285603079915
7,0.3914487771487681,62.028404578872085
8,0.4011556702909135,61.86274963229923
9,0.39656564125648036,62.136779099144306
10,0.39558328100146845,62.414398852904455
11,0.39419107331320014,62.190506773751814
12,0.39988809474835596,62.313777485604774
13,0.41430776501528077,62.14613300922939
14,0.403514894430088,62.06399651018567
15,0.39443571213582174,61.82332439503527
16,0.38735337745945503,62.64322086070598
17,0.39023478321970145,62.52273832215111
18,0.3958404040538205,62.20983715105382
19,0.40036736161587155,62.106530723057745
20,0.3900531278691237,62.38403525956314
21,0.39237397873704694,62.060691984396236
22,0.4030682432317258,61.8662320576112
23,0.4001270205038917,61.90137266644989
24,0.3975846746100331,62.37682293514062
25,0.40240500233651894,61.76894842316062
26,0.3960896431237252,61.74623042240182
27,0.4013628919158853,62.15651150466335
28,0.3945183442322218,62.37502261294009
29,0.3977391091444125,62.18793164530987
30,0.39663345364101726,61.87101846461125
